Date,Lunar_Longitude
1998-179,10.0
1998-180,22.19
1998-181,34.38
1998-182,46.57
1998-183,58.76
1998-184,70.95
1998-185,83.14
1998-186,95.33
1998-187,107.52
1998-188,119.72
1998-189,131.91
1998-190,144.1
1998-191,156.29
1998-192,168.48
1998-193,180.67
1998-194,192.86
1998-195,205.05
1998-196,217.24
1998-197,229.43
1998-198,241.63
1998-199,253.82
1998-200,266.01
1998-201,278.2
1998-202,290.39
1998-203,302.58
1998-204,314.77
1998-205,326.96
1998-206,339.15
1998-207,351.34
1998-208,3.54
1998-209,15.73
1998-210,27.92
1998-211,40.11
1998-212,52.3
1998-213,64.49
1998-214,76.68
1998-215,88.87
1998-216,101.06
1998-217,113.25
1998-218,125.45
1998-219,137.64
1998-220,149.83
1998-221,162.02
1998-222,174.21
1998-223,186.4
1998-224,198.59
1998-225,210.78
1998-226,222.97
1998-227,235.16
1998-228,247.36
1998-229,259.55
1998-230,271.74
1998-231,283.93
1998-232,296.12
1998-233,308.31
1998-234,320.5
1998-235,332.69
1998-236,344.88
1998-237,357.07
1998-238,9.27
1998-239,21.46
1998-240,33.65
1998-241,45.84
1998-242,58.03
1998-243,70.22
1998-244,82.41
1998-245,94.6
1998-246,106.79
1998-247,118.98
1998-248,131.18
1998-249,143.37
1998-250,155.56
1998-251,167.75
1998-252,179.94
1998-253,192.13
1998-254,204.32
1998-255,216.51
1998-256,228.7
1998-257,240.89
1998-258,253.08
1998-259,265.28
1998-260,277.47
1998-261,289.66
1998-262,301.85
1998-263,314.04
1998-264,326.23
1998-265,338.42
1998-266,350.61
1998-267,2.8
1998-268,14.99
1998-269,27.19
1998-270,39.38
1998-271,51.57
1998-272,63.76
1998-273,75.95
1998-274,88.14
1998-275,100.33
1998-276,112.52
1998-277,124.71
1998-278,136.9
1998-279,149.1
1998-280,161.29
1998-281,173.48
1998-282,185.67
1998-283,197.86
1998-284,210.05
1998-285,222.24
1998-286,234.43
1998-287,246.62
1998-288,258.81
1998-289,271.01
1998-290,283.2
1998-291,295.39
1998-292,307.58
1998-293,319.77
1998-294,331.96
1998-295,344.15
1998-296,356.34
1998-297,8.53
1998-298,20.72
1998-299,32.92
1998-300,45.11
1998-301,57.3
1998-302,69.49
1998-303,81.68
1998-304,93.87
1998-305,106.06
1998-306,118.25
1998-307,130.44
1998-308,142.63
1998-309,154.83
1998-310,167.02
1998-311,179.21
1998-312,191.4
1998-313,203.59
1998-314,215.78
1998-315,227.97
1998-316,240.16
1998-317,252.35
1998-318,264.54
1998-319,276.74
1998-320,288.93
1998-321,301.12
1998-322,313.31
1998-323,325.5
1998-324,337.69
1998-325,349.88
1998-326,2.07
1998-327,14.26
1998-328,26.45
1998-329,38.65
1998-330,50.84
1998-331,63.03
1998-332,75.22
1998-333,87.41
1998-334,99.6
1998-335,111.79
1998-336,123.98
1998-337,136.17
1998-338,148.36
1998-339,160.56
1998-340,172.75
1998-341,184.94
1998-342,197.13
1998-343,209.32
1998-344,221.51
1998-345,233.7
1998-346,245.89
1998-347,258.08
1998-348,270.27
1998-349,282.47
1998-350,294.66
1998-351,306.85
1998-352,319.04
1998-353,331.23
1998-354,343.42
1998-355,355.61
1998-356,7.8
1998-357,19.99
1998-358,32.18
1998-359,44.38
1998-360,56.57
1998-361,68.76
1998-362,80.95
1998-363,93.14
1998-364,105.33
1998-365,117.52
1999-001,0.0
1999-002,12.19
1999-003,24.38
1999-004,36.57
1999-005,48.76
1999-006,60.95
1999-007,73.15
1999-008,85.34
1999-009,97.53
1999-010,109.72
1999-011,121.91
1999-012,134.1
1999-013,146.29
1999-014,158.48
1999-015,170.67
1999-016,182.86
1999-017,195.06
1999-018,207.25
1999-019,219.44
1999-020,231.63
1999-021,243.82
1999-022,256.01
1999-023,268.2
1999-024,280.39
1999-025,292.58
1999-026,304.77
1999-027,316.97
1999-028,329.16
1999-029,341.35
1999-030,353.54
1999-031,5.73
1999-032,17.92
1999-033,30.11
1999-034,42.3
1999-035,54.49
1999-036,66.68
1999-037,78.88
1999-038,91.07
1999-039,103.26
1999-040,115.45
1999-041,127.64
1999-042,139.83
1999-043,152.02
1999-044,164.21
1999-045,176.4
1999-046,188.59
1999-047,200.79
1999-048,212.98
1999-049,225.17
1999-050,237.36
1999-051,249.55
1999-052,261.74
1999-053,273.93
1999-054,286.12
1999-055,298.31
1999-056,310.5
1999-057,322.7
1999-058,334.89
1999-059,347.08
1999-060,359.27
1999-061,11.46
1999-062,23.65
1999-063,35.84
1999-064,48.03
1999-065,60.22
1999-066,72.41
1999-067,84.61
1999-068,96.8
1999-069,108.99
1999-070,121.18
1999-071,133.37
1999-072,145.56
1999-073,157.75
1999-074,169.94
1999-075,182.13
1999-076,194.32
1999-077,206.52
1999-078,218.71
1999-079,230.9
1999-080,243.09
1999-081,255.28
1999-082,267.47
1999-083,279.66
1999-084,291.85
1999-085,304.04
1999-086,316.23
1999-087,328.43
1999-088,340.62
1999-089,352.81
1999-090,5.0
1999-091,17.19
1999-092,29.38
1999-093,41.57
1999-094,53.76
1999-095,65.95
1999-096,78.14
1999-097,90.34
1999-098,102.53
1999-099,114.72
1999-100,126.91
1999-101,139.1
1999-102,151.29
1999-103,163.48
1999-104,175.67
1999-105,187.86
1999-106,200.05
1999-107,212.25
1999-108,224.44
1999-109,236.63
1999-110,248.82
1999-111,261.01
1999-112,273.2
1999-113,285.39
1999-114,297.58
1999-115,309.77
1999-116,321.96
1999-117,334.16
1999-118,346.35
1999-119,358.54
1999-120,10.73
1999-121,22.92
1999-122,35.11
1999-123,47.3
1999-124,59.49
1999-125,71.68
1999-126,83.87
1999-127,96.07
1999-128,108.26
1999-129,120.45
1999-130,132.64
1999-131,144.83
1999-132,157.02
1999-133,169.21
1999-134,181.4
1999-135,193.59
1999-136,205.78
1999-137,217.97
1999-138,230.17
1999-139,242.36
1999-140,254.55
1999-141,266.74
1999-142,278.93
1999-143,291.12
1999-144,303.31
1999-145,315.5
1999-146,327.69
1999-147,339.88
1999-148,352.08
1999-149,4.27
1999-150,16.46
1999-151,28.65
1999-152,40.84
1999-153,53.03
1999-154,65.22
1999-155,77.41
1999-156,89.6
1999-157,101.79
1999-158,113.99
1999-159,126.18
1999-160,138.37
1999-161,150.56
1999-162,162.75
1999-163,174.94
1999-164,187.13
1999-165,199.32
1999-166,211.51
1999-167,223.7
1999-168,235.9
1999-169,248.09
1999-170,260.28
1999-171,272.47
1999-172,284.66
1999-173,296.85
1999-174,309.04
1999-175,321.23
1999-176,333.42
1999-177,345.61
1999-178,357.81
1999-179,10.0
1999-180,22.19
1999-181,34.38
1999-182,46.57
1999-183,58.76
1999-184,70.95
1999-185,83.14
1999-186,95.33
1999-187,107.52
1999-188,119.72
1999-189,131.91
1999-190,144.1
1999-191,156.29
1999-192,168.48
1999-193,180.67
1999-194,192.86
1999-195,205.05
1999-196,217.24
1999-197,229.43
1999-198,241.63
1999-199,253.82
1999-200,266.01
1999-201,278.2
1999-202,290.39
1999-203,302.58
1999-204,314.77
1999-205,326.96
1999-206,339.15
1999-207,351.34
1999-208,3.54
1999-209,15.73
1999-210,27.92
1999-211,40.11
1999-212,52.3
1999-213,64.49
1999-214,76.68
1999-215,88.87
1999-216,101.06
1999-217,113.25
1999-218,125.45
1999-219,137.64
1999-220,149.83
1999-221,162.02
1999-222,174.21
1999-223,186.4
1999-224,198.59
1999-225,210.78
1999-226,222.97
1999-227,235.16
1999-228,247.36
1999-229,259.55
1999-230,271.74
1999-231,283.93
1999-232,296.12
1999-233,308.31
1999-234,320.5
1999-235,332.69
1999-236,344.88
1999-237,357.07
1999-238,9.27
1999-239,21.46
1999-240,33.65
1999-241,45.84
1999-242,58.03
1999-243,70.22
1999-244,82.41
1999-245,94.6
1999-246,106.79
1999-247,118.98
1999-248,131.18
1999-249,143.37
1999-250,155.56
1999-251,167.75
1999-252,179.94
1999-253,192.13
1999-254,204.32
1999-255,216.51
1999-256,228.7
1999-257,240.89
1999-258,253.08
1999-259,265.28
1999-260,277.47
1999-261,289.66
1999-262,301.85
1999-263,314.04
1999-264,326.23
1999-265,338.42
1999-266,350.61
1999-267,2.8
1999-268,14.99
1999-269,27.19
1999-270,39.38
1999-271,51.57
1999-272,63.76
1999-273,75.95
1999-274,88.14
1999-275,100.33
1999-276,112.52
1999-277,124.71
1999-278,136.9
1999-279,149.1
1999-280,161.29
1999-281,173.48
1999-282,185.67
1999-283,197.86
1999-284,210.05
1999-285,222.24
1999-286,234.43
1999-287,246.62
1999-288,258.81
1999-289,271.01
1999-290,283.2
1999-291,295.39
1999-292,307.58
1999-293,319.77
1999-294,331.96
1999-295,344.15
1999-296,356.34
1999-297,8.53
1999-298,20.72
1999-299,32.92
1999-300,45.11
1999-301,57.3
1999-302,69.49
1999-303,81.68
1999-304,93.87
1999-305,106.06
1999-306,118.25
1999-307,130.44
1999-308,142.63
1999-309,154.83
1999-310,167.02
1999-311,179.21
1999-312,191.4
1999-313,203.59
1999-314,215.78
1999-315,227.97
1999-316,240.16
1999-317,252.35
1999-318,264.54
1999-319,276.74
1999-320,288.93
1999-321,301.12
1999-322,313.31
1999-323,325.5
1999-324,337.69
1999-325,349.88
1999-326,2.07
1999-327,14.26
1999-328,26.45
1999-329,38.65
1999-330,50.84
1999-331,63.03
1999-332,75.22
1999-333,87.41
1999-334,99.6
1999-335,111.79
1999-336,123.98
1999-337,136.17
1999-338,148.36
1999-339,160.56
1999-340,172.75
1999-341,184.94
1999-342,197.13
1999-343,209.32
1999-344,221.51
1999-345,233.7
1999-346,245.89
1999-347,258.08
1999-348,270.27
1999-349,282.47
1999-350,294.66
1999-351,306.85
1999-352,319.04
1999-353,331.23
1999-354,343.42
1999-355,355.61
1999-356,7.8
1999-357,19.99
1999-358,32.18
1999-359,44.38
1999-360,56.57
1999-361,68.76
1999-362,80.95
1999-363,93.14
1999-364,105.33
1999-365,117.52
2000-001,0.0
2000-002,12.19
2000-003,24.38
2000-004,36.57
2000-005,48.76
2000-006,60.95
2000-007,73.15
2000-008,85.34
2000-009,97.53
2000-010,109.72
2000-011,121.91
2000-012,134.1
2000-013,146.29
2000-014,158.48
2000-015,170.67
2000-016,182.86
2000-017,195.06
2000-018,207.25
2000-019,219.44
2000-020,231.63
2000-021,243.82
2000-022,256.01
2000-023,268.2
2000-024,280.39
2000-025,292.58
2000-026,304.77
2000-027,316.97
2000-028,329.16
2000-029,341.35
2000-030,353.54
2000-031,5.73
2000-032,17.92
2000-033,30.11
2000-034,42.3
2000-035,54.49
2000-036,66.68
2000-037,78.88
2000-038,91.07
2000-039,103.26
2000-040,115.45
2000-041,127.64
2000-042,139.83
2000-043,152.02
2000-044,164.21
2000-045,176.4
2000-046,188.59
2000-047,200.79
2000-048,212.98
2000-049,225.17
2000-050,237.36
2000-051,249.55
2000-052,261.74
2000-053,273.93
2000-054,286.12
2000-055,298.31
2000-056,310.5
2000-057,322.7
2000-058,334.89
2000-059,347.08
2000-060,359.27
2000-061,11.46
2000-062,23.65
2000-063,35.84
2000-064,48.03
2000-065,60.22
2000-066,72.41
2000-067,84.61
2000-068,96.8
2000-069,108.99
2000-070,121.18
2000-071,133.37
2000-072,145.56
2000-073,157.75
2000-074,169.94
2000-075,182.13
2000-076,194.32
2000-077,206.52
2000-078,218.71
2000-079,230.9
2000-080,243.09
2000-081,255.28
2000-082,267.47
2000-083,279.66
2000-084,291.85
2000-085,304.04
2000-086,316.23
2000-087,328.43
2000-088,340.62
2000-089,352.81
2000-090,5.0
2000-091,17.19
2000-092,29.38
2000-093,41.57
2000-094,53.76
2000-095,65.95
2000-096,78.14
2000-097,90.34
2000-098,102.53
2000-099,114.72
2000-100,126.91
2000-101,139.1
2000-102,151.29
2000-103,163.48
2000-104,175.67
2000-105,187.86
2000-106,200.05
2000-107,212.25
2000-108,224.44
2000-109,236.63
2000-110,248.82
2000-111,261.01
2000-112,273.2
2000-113,285.39
2000-114,297.58
2000-115,309.77
2000-116,321.96
2000-117,334.16
2000-118,346.35
2000-119,358.54
2000-120,10.73
2000-121,22.92
2000-122,35.11
2000-123,47.3
2000-124,59.49
2000-125,71.68
2000-126,83.87
2000-127,96.07
2000-128,108.26
2000-129,120.45
2000-130,132.64
2000-131,144.83
2000-132,157.02
2000-133,169.21
2000-134,181.4
2000-135,193.59
2000-136,205.78
2000-137,217.97
2000-138,230.17
2000-139,242.36
2000-140,254.55
2000-141,266.74
2000-142,278.93
2000-143,291.12
2000-144,303.31
2000-145,315.5
2000-146,327.69
2000-147,339.88
2000-148,352.08
2000-149,4.27
2000-150,16.46
2000-151,28.65
2000-152,40.84
2000-153,53.03
2000-154,65.22
2000-155,77.41
2000-156,89.6
2000-157,101.79
2000-158,113.99
2000-159,126.18
2000-160,138.37
2000-161,150.56
2000-162,162.75
2000-163,174.94
2000-164,187.13
2000-165,199.32
2000-166,211.51
2000-167,223.7
2000-168,235.9
2000-169,248.09
2000-170,260.28
2000-171,272.47
2000-172,284.66
2000-173,296.85
2000-174,309.04
2000-175,321.23
2000-176,333.42
2000-177,345.61
2000-178,357.81
2000-179,10.0
2000-180,22.19
2000-181,34.38
2000-182,46.57
2000-183,58.76
2000-184,70.95
2000-185,83.14
2000-186,95.33
2000-187,107.52
2000-188,119.72
2000-189,131.91
2000-190,144.1
2000-191,156.29
2000-192,168.48
2000-193,180.67
2000-194,192.86
2000-195,205.05
2000-196,217.24
2000-197,229.43
2000-198,241.63
2000-199,253.82
2000-200,266.01
2000-201,278.2
2000-202,290.39
2000-203,302.58
2000-204,314.77
2000-205,326.96
2000-206,339.15
2000-207,351.34
2000-208,3.54
2000-209,15.73
2000-210,27.92
2000-211,40.11
2000-212,52.3
2000-213,64.49
2000-214,76.68
2000-215,88.87
2000-216,101.06
2000-217,113.25
2000-218,125.45
2000-219,137.64
2000-220,149.83
2000-221,162.02
2000-222,174.21
2000-223,186.4
2000-224,198.59
2000-225,210.78
2000-226,222.97
2000-227,235.16
2000-228,247.36
2000-229,259.55
2000-230,271.74
2000-231,283.93
2000-232,296.12
2000-233,308.31
2000-234,320.5
2000-235,332.69
2000-236,344.88
2000-237,357.07
2000-238,9.27
2000-239,21.46
2000-240,33.65
2000-241,45.84
2000-242,58.03
2000-243,70.22
2000-244,82.41
2000-245,94.6
2000-246,106.79
2000-247,118.98
2000-248,131.18
2000-249,143.37
2000-250,155.56
2000-251,167.75
2000-252,179.94
2000-253,192.13
2000-254,204.32
2000-255,216.51
2000-256,228.7
2000-257,240.89
2000-258,253.08
2000-259,265.28
2000-260,277.47
2000-261,289.66
2000-262,301.85
2000-263,314.04
2000-264,326.23
2000-265,338.42
2000-266,350.61
2000-267,2.8
2000-268,14.99
2000-269,27.19
2000-270,39.38
2000-271,51.57
2000-272,63.76
2000-273,75.95
2000-274,88.14
2000-275,100.33
2000-276,112.52
2000-277,124.71
2000-278,136.9
2000-279,149.1
2000-280,161.29
2000-281,173.48
2000-282,185.67
2000-283,197.86
2000-284,210.05
2000-285,222.24
2000-286,234.43
2000-287,246.62
2000-288,258.81
2000-289,271.01
2000-290,283.2
2000-291,295.39
2000-292,307.58
2000-293,319.77
2000-294,331.96
2000-295,344.15
2000-296,356.34
2000-297,8.53
2000-298,20.72
2000-299,32.92
2000-300,45.11
2000-301,57.3
2000-302,69.49
2000-303,81.68
2000-304,93.87
2000-305,106.06
2000-306,118.25
2000-307,130.44
2000-308,142.63
2000-309,154.83
2000-310,167.02
2000-311,179.21
2000-312,191.4
2000-313,203.59
2000-314,215.78
2000-315,227.97
2000-316,240.16
2000-317,252.35
2000-318,264.54
2000-319,276.74
2000-320,288.93
2000-321,301.12
2000-322,313.31
2000-323,325.5
2000-324,337.69
2000-325,349.88
2000-326,2.07
2000-327,14.26
2000-328,26.45
2000-329,38.65
2000-330,50.84
2000-331,63.03
2000-332,75.22
2000-333,87.41
2000-334,99.6
2000-335,111.79
2000-336,123.98
2000-337,136.17
2000-338,148.36
2000-339,160.56
2000-340,172.75
2000-341,184.94
2000-342,197.13
2000-343,209.32
2000-344,221.51
2000-345,233.7
2000-346,245.89
2000-347,258.08
2000-348,270.27
2000-349,282.47
2000-350,294.66
2000-351,306.85
2000-352,319.04
2000-353,331.23
2000-354,343.42
2000-355,355.61
2000-356,7.8
2000-357,19.99
2000-358,32.18
2000-359,44.38
2000-360,56.57
2000-361,68.76
2000-362,80.95
2000-363,93.14
2000-364,105.33
2000-365,117.52
2001-001,0.0
2001-002,12.19
2001-003,24.38
2001-004,36.57
2001-005,48.76
2001-006,60.95
2001-007,73.15
2001-008,85.34
2001-009,97.53
2001-010,109.72
2001-011,121.91
2001-012,134.1
2001-013,146.29
2001-014,158.48
2001-015,170.67
2001-016,182.86
2001-017,195.06
2001-018,207.25
2001-019,219.44
2001-020,231.63
2001-021,243.82
2001-022,256.01
2001-023,268.2
2001-024,280.39
2001-025,292.58
2001-026,304.77
2001-027,316.97
2001-028,329.16
2001-029,341.35
2001-030,353.54
2001-031,5.73
2001-032,17.92
2001-033,30.11
2001-034,42.3
2001-035,54.49
2001-036,66.68
2001-037,78.88
2001-038,91.07
2001-039,103.26
2001-040,115.45
2001-041,127.64
2001-042,139.83
2001-043,152.02
2001-044,164.21
2001-045,176.4
2001-046,188.59
2001-047,200.79
2001-048,212.98
2001-049,225.17
2001-050,237.36
2001-051,249.55
2001-052,261.74
2001-053,273.93
2001-054,286.12
2001-055,298.31
2001-056,310.5
2001-057,322.7
2001-058,334.89
2001-059,347.08
2001-060,359.27
2001-061,11.46
2001-062,23.65
2001-063,35.84
2001-064,48.03
2001-065,60.22
2001-066,72.41
2001-067,84.61
2001-068,96.8
2001-069,108.99
2001-070,121.18
2001-071,133.37
2001-072,145.56
2001-073,157.75
2001-074,169.94
2001-075,182.13
2001-076,194.32
2001-077,206.52
2001-078,218.71
2001-079,230.9
2001-080,243.09
2001-081,255.28
2001-082,267.47
2001-083,279.66
2001-084,291.85
2001-085,304.04
2001-086,316.23
2001-087,328.43
2001-088,340.62
2001-089,352.81
2001-090,5.0
2001-091,17.19
2001-092,29.38
2001-093,41.57
2001-094,53.76
2001-095,65.95
2001-096,78.14
2001-097,90.34
2001-098,102.53
2001-099,114.72
2001-100,126.91
2001-101,139.1
2001-102,151.29
2001-103,163.48
2001-104,175.67
2001-105,187.86
2001-106,200.05
2001-107,212.25
2001-108,224.44
2001-109,236.63
2001-110,248.82
2001-111,261.01
2001-112,273.2
2001-113,285.39
2001-114,297.58
2001-115,309.77
2001-116,321.96
2001-117,334.16
2001-118,346.35
2001-119,358.54
2001-120,10.73
2001-121,22.92
2001-122,35.11
2001-123,47.3
2001-124,59.49
2001-125,71.68
2001-126,83.87
2001-127,96.07
2001-128,108.26
2001-129,120.45
2001-130,132.64
2001-131,144.83
2001-132,157.02
2001-133,169.21
2001-134,181.4
2001-135,193.59
2001-136,205.78
2001-137,217.97
2001-138,230.17
2001-139,242.36
2001-140,254.55
2001-141,266.74
2001-142,278.93
2001-143,291.12
2001-144,303.31
2001-145,315.5
2001-146,327.69
2001-147,339.88
2001-148,352.08
2001-149,4.27
2001-150,16.46
2001-151,28.65
2001-152,40.84
2001-153,53.03
2001-154,65.22
2001-155,77.41
2001-156,89.6
2001-157,101.79
2001-158,113.99
2001-159,126.18
2001-160,138.37
2001-161,150.56
2001-162,162.75
2001-163,174.94
2001-164,187.13
2001-165,199.32
2001-166,211.51
2001-167,223.7
2001-168,235.9
2001-169,248.09
2001-170,260.28
2001-171,272.47
2001-172,284.66
2001-173,296.85
2001-174,309.04
2001-175,321.23
2001-176,333.42
2001-177,345.61
2001-178,357.81
2001-179,10.0
2001-180,22.19
2001-181,34.38
2001-182,46.57
2001-183,58.76
2001-184,70.95
2001-185,83.14
2001-186,95.33
2001-187,107.52
2001-188,119.72
2001-189,131.91
2001-190,144.1
2001-191,156.29
2001-192,168.48
2001-193,180.67
2001-194,192.86
2001-195,205.05
2001-196,217.24
2001-197,229.43
2001-198,241.63
2001-199,253.82
2001-200,266.01
2001-201,278.2
2001-202,290.39
2001-203,302.58
2001-204,314.77
2001-205,326.96
2001-206,339.15
2001-207,351.34
2001-208,3.54
2001-209,15.73
2001-210,27.92
2001-211,40.11
2001-212,52.3
2001-213,64.49
2001-214,76.68
2001-215,88.87
2001-216,101.06
2001-217,113.25
2001-218,125.45
2001-219,137.64
2001-220,149.83
2001-221,162.02
2001-222,174.21
2001-223,186.4
2001-224,198.59
2001-225,210.78
2001-226,222.97
2001-227,235.16
2001-228,247.36
2001-229,259.55
2001-230,271.74
2001-231,283.93
2001-232,296.12
2001-233,308.31
2001-234,320.5
2001-235,332.69
2001-236,344.88
2001-237,357.07
2001-238,9.27
2001-239,21.46
2001-240,33.65
2001-241,45.84
2001-242,58.03
2001-243,70.22
2001-244,82.41
2001-245,94.6
2001-246,106.79
2001-247,118.98
2001-248,131.18
2001-249,143.37
2001-250,155.56
2001-251,167.75
2001-252,179.94
2001-253,192.13
2001-254,204.32
2001-255,216.51
2001-256,228.7
2001-257,240.89
2001-258,253.08
2001-259,265.28
2001-260,277.47
2001-261,289.66
2001-262,301.85
2001-263,314.04
2001-264,326.23
2001-265,338.42
2001-266,350.61
2001-267,2.8
2001-268,14.99
2001-269,27.19
2001-270,39.38
2001-271,51.57
2001-272,63.76
2001-273,75.95
2001-274,88.14
2001-275,100.33
2001-276,112.52
2001-277,124.71
2001-278,136.9
2001-279,149.1
2001-280,161.29
2001-281,173.48
2001-282,185.67
2001-283,197.86
2001-284,210.05
2001-285,222.24
2001-286,234.43
2001-287,246.62
2001-288,258.81
2001-289,271.01
2001-290,283.2
2001-291,295.39
2001-292,307.58
2001-293,319.77
2001-294,331.96
2001-295,344.15
2001-296,356.34
2001-297,8.53
2001-298,20.72
2001-299,32.92
2001-300,45.11
2001-301,57.3
2001-302,69.49
2001-303,81.68
2001-304,93.87
2001-305,106.06
2001-306,118.25
2001-307,130.44
2001-308,142.63
2001-309,154.83
2001-310,167.02
2001-311,179.21
2001-312,191.4
2001-313,203.59
2001-314,215.78
2001-315,227.97
2001-316,240.16
2001-317,252.35
2001-318,264.54
2001-319,276.74
2001-320,288.93
2001-321,301.12
2001-322,313.31
2001-323,325.5
2001-324,337.69
2001-325,349.88
2001-326,2.07
2001-327,14.26
2001-328,26.45
2001-329,38.65
2001-330,50.84
2001-331,63.03
2001-332,75.22
2001-333,87.41
2001-334,99.6
2001-335,111.79
2001-336,123.98
2001-337,136.17
2001-338,148.36
2001-339,160.56
2001-340,172.75
2001-341,184.94
2001-342,197.13
2001-343,209.32
2001-344,221.51
2001-345,233.7
2001-346,245.89
2001-347,258.08
2001-348,270.27
2001-349,282.47
2001-350,294.66
2001-351,306.85
2001-352,319.04
2001-353,331.23
2001-354,343.42
2001-355,355.61
2001-356,7.8
2001-357,19.99
2001-358,32.18
2001-359,44.38
2001-360,56.57
2001-361,68.76
2001-362,80.95
2001-363,93.14
2001-364,105.33
2001-365,117.52
2002-001,0.0
2002-002,12.19
2002-003,24.38
2002-004,36.57
2002-005,48.76
2002-006,60.95
2002-007,73.15
2002-008,85.34
2002-009,97.53
2002-010,109.72
2002-011,121.91
2002-012,134.1
2002-013,146.29
2002-014,158.48
2002-015,170.67
2002-016,182.86
2002-017,195.06
2002-018,207.25
2002-019,219.44
2002-020,231.63
2002-021,243.82
2002-022,256.01
2002-023,268.2
2002-024,280.39
2002-025,292.58
2002-026,304.77
2002-027,316.97
2002-028,329.16
2002-029,341.35
2002-030,353.54
2002-031,5.73
2002-032,17.92
2002-033,30.11
2002-034,42.3
2002-035,54.49
2002-036,66.68
2002-037,78.88
2002-038,91.07
2002-039,103.26
2002-040,115.45
2002-041,127.64
2002-042,139.83
2002-043,152.02
2002-044,164.21
2002-045,176.4
2002-046,188.59
2002-047,200.79
2002-048,212.98
2002-049,225.17
2002-050,237.36
2002-051,249.55
2002-052,261.74
