Date,Solar_Longitude
1993-160,156.82
1993-161,157.81
1993-162,158.79
1993-163,159.78
1993-164,160.77
1993-165,161.75
1993-166,162.74
1993-167,163.73
1993-168,164.71
1993-169,165.7
1993-170,166.68
1993-171,167.67
1993-172,168.66
1993-173,169.64
1993-174,170.63
1993-175,171.62
1993-176,172.6
1993-177,173.59
1993-178,174.58
1993-179,175.56
1993-180,176.55
1993-181,177.53
1993-182,178.52
1993-183,179.51
1993-184,180.49
1993-185,181.48
1993-186,182.47
1993-187,183.45
1993-188,184.44
1993-189,185.42
1993-190,186.41
1993-191,187.4
1993-192,188.38
1993-193,189.37
1993-194,190.36
1993-195,191.34
1993-196,192.33
1993-197,193.32
1993-198,194.3
1993-199,195.29
1993-200,196.27
1993-201,197.26
1993-202,198.25
1993-203,199.23
1993-204,200.22
1993-205,201.21
1993-206,202.19
1993-207,203.18
1993-208,204.16
1993-209,205.15
1993-210,206.14
1993-211,207.12
1993-212,208.11
1993-213,209.1
1993-214,210.08
1993-215,211.07
1993-216,212.05
1993-217,213.04
1993-218,214.03
1993-219,215.01
1993-220,216.0
1993-221,216.99
1993-222,217.97
1993-223,218.96
1993-224,219.95
1993-225,220.93
1993-226,221.92
1993-227,222.9
1993-228,223.89
1993-229,224.88
1993-230,225.86
1993-231,226.85
1993-232,227.84
1993-233,228.82
1993-234,229.81
1993-235,230.79
1993-236,231.78
1993-237,232.77
1993-238,233.75
1993-239,234.74
1993-240,235.73
1993-241,236.71
1993-242,237.7
1993-243,238.68
1993-244,239.67
1993-245,240.66
1993-246,241.64
1993-247,242.63
1993-248,243.62
1993-249,244.6
1993-250,245.59
1993-251,246.58
1993-252,247.56
1993-253,248.55
1993-254,249.53
1993-255,250.52
1993-256,251.51
1993-257,252.49
1993-258,253.48
1993-259,254.47
1993-260,255.45
1993-261,256.44
1993-262,257.42
1993-263,258.41
1993-264,259.4
1993-265,260.38
1993-266,261.37
1993-267,262.36
1993-268,263.34
1993-269,264.33
1993-270,265.32
1993-271,266.3
1993-272,267.29
1993-273,268.27
1993-274,269.26
1993-275,270.25
1993-276,271.23
1993-277,272.22
1993-278,273.21
1993-279,274.19
1993-280,275.18
1993-281,276.16
1993-282,277.15
1993-283,278.14
1993-284,279.12
1993-285,280.11
1993-286,281.1
1993-287,282.08
1993-288,283.07
1993-289,284.05
1993-290,285.04
1993-291,286.03
1993-292,287.01
1993-293,288.0
1993-294,288.99
1993-295,289.97
1993-296,290.96
1993-297,291.95
1993-298,292.93
1993-299,293.92
1993-300,294.9
1993-301,295.89
1993-302,296.88
1993-303,297.86
1993-304,298.85
1993-305,299.84
1993-306,300.82
1993-307,301.81
1993-308,302.79
1993-309,303.78
1993-310,304.77
1993-311,305.75
1993-312,306.74
1993-313,307.73
1993-314,308.71
1993-315,309.7
1993-316,310.68
1993-317,311.67
1993-318,312.66
1993-319,313.64
1993-320,314.63
1993-321,315.62
1993-322,316.6
1993-323,317.59
1993-324,318.58
1993-325,319.56
1993-326,320.55
1993-327,321.53
1993-328,322.52
1993-329,323.51
1993-330,324.49
1993-331,325.48
1993-332,326.47
1993-333,327.45
1993-334,328.44
1993-335,329.42
1993-336,330.41
1993-337,331.4
1993-338,332.38
1993-339,333.37
1993-340,334.36
1993-341,335.34
1993-342,336.33
1993-343,337.32
1993-344,338.3
1993-345,339.29
1993-346,340.27
1993-347,341.26
1993-348,342.25
1993-349,343.23
1993-350,344.22
1993-351,345.21
1993-352,346.19
1993-353,347.18
1993-354,348.16
1993-355,349.15
1993-356,350.14
1993-357,351.12
1993-358,352.11
1993-359,353.1
1993-360,354.08
1993-361,355.07
1993-362,356.05
1993-363,357.04
1993-364,358.03
1993-365,359.01
1994-001,0.0
1994-002,0.99
1994-003,1.97
1994-004,2.96
1994-005,3.95
1994-006,4.93
1994-007,5.92
1994-008,6.9
1994-009,7.89
1994-010,8.88
1994-011,9.86
1994-012,10.85
1994-013,11.84
1994-014,12.82
1994-015,13.81
1994-016,14.79
1994-017,15.78
1994-018,16.77
1994-019,17.75
1994-020,18.74
1994-021,19.73
1994-022,20.71
1994-023,21.7
1994-024,22.68
1994-025,23.67
1994-026,24.66
1994-027,25.64
1994-028,26.63
1994-029,27.62
1994-030,28.6
1994-031,29.59
1994-032,30.58
1994-033,31.56
1994-034,32.55
1994-035,33.53
1994-036,34.52
1994-037,35.51
1994-038,36.49
1994-039,37.48
1994-040,38.47
1994-041,39.45
1994-042,40.44
1994-043,41.42
1994-044,42.41
1994-045,43.4
1994-046,44.38
1994-047,45.37
1994-048,46.36
1994-049,47.34
1994-050,48.33
1994-051,49.32
1994-052,50.3
1994-053,51.29
1994-054,52.27
1994-055,53.26
1994-056,54.25
1994-057,55.23
1994-058,56.22
1994-059,57.21
1994-060,58.19
1994-061,59.18
1994-062,60.16
1994-063,61.15
1994-064,62.14
1994-065,63.12
1994-066,64.11
1994-067,65.1
1994-068,66.08
1994-069,67.07
1994-070,68.05
1994-071,69.04
1994-072,70.03
1994-073,71.01
1994-074,72.0
1994-075,72.99
1994-076,73.97
1994-077,74.96
1994-078,75.95
1994-079,76.93
1994-080,77.92
1994-081,78.9
1994-082,79.89
1994-083,80.88
1994-084,81.86
1994-085,82.85
1994-086,83.84
1994-087,84.82
1994-088,85.81
1994-089,86.79
1994-090,87.78
1994-091,88.77
1994-092,89.75
1994-093,90.74
1994-094,91.73
1994-095,92.71
1994-096,93.7
1994-097,94.68
1994-098,95.67
1994-099,96.66
1994-100,97.64
1994-101,98.63
1994-102,99.62
1994-103,100.6
1994-104,101.59
1994-105,102.58
1994-106,103.56
1994-107,104.55
1994-108,105.53
1994-109,106.52
1994-110,107.51
1994-111,108.49
1994-112,109.48
1994-113,110.47
1994-114,111.45
1994-115,112.44
1994-116,113.42
1994-117,114.41
1994-118,115.4
1994-119,116.38
1994-120,117.37
1994-121,118.36
1994-122,119.34
1994-123,120.33
1994-124,121.32
1994-125,122.3
1994-126,123.29
1994-127,124.27
1994-128,125.26
1994-129,126.25
1994-130,127.23
1994-131,128.22
1994-132,129.21
1994-133,130.19
1994-134,131.18
1994-135,132.16
1994-136,133.15
1994-137,134.14
1994-138,135.12
1994-139,136.11
1994-140,137.1
1994-141,138.08
1994-142,139.07
1994-143,140.05
1994-144,141.04
1994-145,142.03
1994-146,143.01
1994-147,144.0
1994-148,144.99
1994-149,145.97
1994-150,146.96
1994-151,147.95
1994-152,148.93
1994-153,149.92
1994-154,150.9
1994-155,151.89
1994-156,152.88
1994-157,153.86
1994-158,154.85
1994-159,155.84
1994-160,156.82
1994-161,157.81
1994-162,158.79
1994-163,159.78
1994-164,160.77
1994-165,161.75
1994-166,162.74
1994-167,163.73
1994-168,164.71
1994-169,165.7
1994-170,166.68
1994-171,167.67
1994-172,168.66
1994-173,169.64
1994-174,170.63
1994-175,171.62
1994-176,172.6
1994-177,173.59
1994-178,174.58
1994-179,175.56
1994-180,176.55
1994-181,177.53
1994-182,178.52
1994-183,179.51
1994-184,180.49
1994-185,181.48
1994-186,182.47
1994-187,183.45
1994-188,184.44
1994-189,185.42
1994-190,186.41
1994-191,187.4
1994-192,188.38
1994-193,189.37
1994-194,190.36
1994-195,191.34
1994-196,192.33
1994-197,193.32
1994-198,194.3
1994-199,195.29
1994-200,196.27
1994-201,197.26
1994-202,198.25
1994-203,199.23
1994-204,200.22
1994-205,201.21
1994-206,202.19
1994-207,203.18
1994-208,204.16
1994-209,205.15
1994-210,206.14
1994-211,207.12
1994-212,208.11
1994-213,209.1
1994-214,210.08
1994-215,211.07
1994-216,212.05
1994-217,213.04
1994-218,214.03
1994-219,215.01
1994-220,216.0
1994-221,216.99
1994-222,217.97
1994-223,218.96
1994-224,219.95
1994-225,220.93
1994-226,221.92
1994-227,222.9
1994-228,223.89
1994-229,224.88
1994-230,225.86
1994-231,226.85
1994-232,227.84
1994-233,228.82
1994-234,229.81
1994-235,230.79
1994-236,231.78
1994-237,232.77
1994-238,233.75
1994-239,234.74
1994-240,235.73
1994-241,236.71
1994-242,237.7
1994-243,238.68
1994-244,239.67
1994-245,240.66
1994-246,241.64
1994-247,242.63
1994-248,243.62
1994-249,244.6
1994-250,245.59
1994-251,246.58
1994-252,247.56
1994-253,248.55
1994-254,249.53
1994-255,250.52
1994-256,251.51
1994-257,252.49
1994-258,253.48
1994-259,254.47
1994-260,255.45
1994-261,256.44
1994-262,257.42
1994-263,258.41
1994-264,259.4
1994-265,260.38
1994-266,261.37
1994-267,262.36
1994-268,263.34
1994-269,264.33
1994-270,265.32
1994-271,266.3
1994-272,267.29
1994-273,268.27
1994-274,269.26
1994-275,270.25
1994-276,271.23
1994-277,272.22
1994-278,273.21
1994-279,274.19
1994-280,275.18
1994-281,276.16
1994-282,277.15
1994-283,278.14
1994-284,279.12
1994-285,280.11
1994-286,281.1
1994-287,282.08
1994-288,283.07
1994-289,284.05
1994-290,285.04
1994-291,286.03
1994-292,287.01
1994-293,288.0
1994-294,288.99
1994-295,289.97
1994-296,290.96
1994-297,291.95
1994-298,292.93
1994-299,293.92
1994-300,294.9
1994-301,295.89
1994-302,296.88
1994-303,297.86
1994-304,298.85
1994-305,299.84
1994-306,300.82
1994-307,301.81
1994-308,302.79
1994-309,303.78
1994-310,304.77
1994-311,305.75
1994-312,306.74
1994-313,307.73
1994-314,308.71
1994-315,309.7
1994-316,310.68
1994-317,311.67
1994-318,312.66
1994-319,313.64
1994-320,314.63
1994-321,315.62
1994-322,316.6
1994-323,317.59
1994-324,318.58
1994-325,319.56
1994-326,320.55
1994-327,321.53
1994-328,322.52
1994-329,323.51
1994-330,324.49
1994-331,325.48
1994-332,326.47
1994-333,327.45
1994-334,328.44
1994-335,329.42
1994-336,330.41
1994-337,331.4
1994-338,332.38
1994-339,333.37
1994-340,334.36
1994-341,335.34
1994-342,336.33
1994-343,337.32
1994-344,338.3
1994-345,339.29
1994-346,340.27
1994-347,341.26
1994-348,342.25
1994-349,343.23
1994-350,344.22
1994-351,345.21
1994-352,346.19
1994-353,347.18
1994-354,348.16
1994-355,349.15
1994-356,350.14
1994-357,351.12
1994-358,352.11
1994-359,353.1
1994-360,354.08
1994-361,355.07
1994-362,356.05
1994-363,357.04
1994-364,358.03
1994-365,359.01
1995-001,0.0
1995-002,0.99
1995-003,1.97
1995-004,2.96
1995-005,3.95
1995-006,4.93
1995-007,5.92
1995-008,6.9
1995-009,7.89
1995-010,8.88
1995-011,9.86
1995-012,10.85
1995-013,11.84
1995-014,12.82
1995-015,13.81
1995-016,14.79
1995-017,15.78
1995-018,16.77
1995-019,17.75
1995-020,18.74
1995-021,19.73
1995-022,20.71
1995-023,21.7
1995-024,22.68
1995-025,23.67
1995-026,24.66
1995-027,25.64
1995-028,26.63
1995-029,27.62
1995-030,28.6
1995-031,29.59
1995-032,30.58
1995-033,31.56
1995-034,32.55
1995-035,33.53
1995-036,34.52
1995-037,35.51
1995-038,36.49
1995-039,37.48
1995-040,38.47
1995-041,39.45
1995-042,40.44
1995-043,41.42
1995-044,42.41
1995-045,43.4
1995-046,44.38
1995-047,45.37
1995-048,46.36
1995-049,47.34
1995-050,48.33
1995-051,49.32
1995-052,50.3
1995-053,51.29
1995-054,52.27
1995-055,53.26
1995-056,54.25
1995-057,55.23
1995-058,56.22
1995-059,57.21
1995-060,58.19
1995-061,59.18
1995-062,60.16
1995-063,61.15
1995-064,62.14
1995-065,63.12
1995-066,64.11
1995-067,65.1
1995-068,66.08
1995-069,67.07
1995-070,68.05
1995-071,69.04
1995-072,70.03
1995-073,71.01
1995-074,72.0
1995-075,72.99
1995-076,73.97
1995-077,74.96
1995-078,75.95
1995-079,76.93
1995-080,77.92
1995-081,78.9
1995-082,79.89
1995-083,80.88
1995-084,81.86
1995-085,82.85
1995-086,83.84
1995-087,84.82
1995-088,85.81
1995-089,86.79
1995-090,87.78
1995-091,88.77
1995-092,89.75
1995-093,90.74
1995-094,91.73
1995-095,92.71
1995-096,93.7
1995-097,94.68
1995-098,95.67
1995-099,96.66
1995-100,97.64
1995-101,98.63
1995-102,99.62
1995-103,100.6
1995-104,101.59
1995-105,102.58
1995-106,103.56
1995-107,104.55
1995-108,105.53
1995-109,106.52
1995-110,107.51
1995-111,108.49
1995-112,109.48
1995-113,110.47
1995-114,111.45
1995-115,112.44
1995-116,113.42
1995-117,114.41
1995-118,115.4
1995-119,116.38
1995-120,117.37
1995-121,118.36
1995-122,119.34
1995-123,120.33
1995-124,121.32
1995-125,122.3
1995-126,123.29
1995-127,124.27
1995-128,125.26
1995-129,126.25
1995-130,127.23
1995-131,128.22
1995-132,129.21
1995-133,130.19
1995-134,131.18
1995-135,132.16
1995-136,133.15
1995-137,134.14
1995-138,135.12
1995-139,136.11
1995-140,137.1
1995-141,138.08
1995-142,139.07
1995-143,140.05
1995-144,141.04
1995-145,142.03
1995-146,143.01
1995-147,144.0
1995-148,144.99
1995-149,145.97
1995-150,146.96
1995-151,147.95
1995-152,148.93
1995-153,149.92
1995-154,150.9
1995-155,151.89
1995-156,152.88
1995-157,153.86
1995-158,154.85
1995-159,155.84
1995-160,156.82
1995-161,157.81
1995-162,158.79
1995-163,159.78
1995-164,160.77
1995-165,161.75
1995-166,162.74
1995-167,163.73
1995-168,164.71
1995-169,165.7
1995-170,166.68
1995-171,167.67
1995-172,168.66
1995-173,169.64
1995-174,170.63
1995-175,171.62
1995-176,172.6
1995-177,173.59
1995-178,174.58
1995-179,175.56
1995-180,176.55
1995-181,177.53
1995-182,178.52
1995-183,179.51
1995-184,180.49
1995-185,181.48
1995-186,182.47
1995-187,183.45
1995-188,184.44
1995-189,185.42
1995-190,186.41
1995-191,187.4
1995-192,188.38
1995-193,189.37
1995-194,190.36
1995-195,191.34
1995-196,192.33
1995-197,193.32
1995-198,194.3
1995-199,195.29
1995-200,196.27
1995-201,197.26
1995-202,198.25
1995-203,199.23
1995-204,200.22
1995-205,201.21
1995-206,202.19
1995-207,203.18
1995-208,204.16
1995-209,205.15
1995-210,206.14
1995-211,207.12
1995-212,208.11
1995-213,209.1
1995-214,210.08
1995-215,211.07
1995-216,212.05
1995-217,213.04
1995-218,214.03
1995-219,215.01
1995-220,216.0
1995-221,216.99
1995-222,217.97
1995-223,218.96
1995-224,219.95
1995-225,220.93
1995-226,221.92
1995-227,222.9
1995-228,223.89
1995-229,224.88
1995-230,225.86
1995-231,226.85
1995-232,227.84
1995-233,228.82
1995-234,229.81
1995-235,230.79
1995-236,231.78
1995-237,232.77
1995-238,233.75
1995-239,234.74
1995-240,235.73
1995-241,236.71
1995-242,237.7
1995-243,238.68
1995-244,239.67
1995-245,240.66
1995-246,241.64
1995-247,242.63
1995-248,243.62
1995-249,244.6
1995-250,245.59
1995-251,246.58
1995-252,247.56
1995-253,248.55
1995-254,249.53
1995-255,250.52
1995-256,251.51
1995-257,252.49
1995-258,253.48
1995-259,254.47
1995-260,255.45
1995-261,256.44
1995-262,257.42
1995-263,258.41
1995-264,259.4
1995-265,260.38
1995-266,261.37
1995-267,262.36
1995-268,263.34
1995-269,264.33
1995-270,265.32
1995-271,266.3
1995-272,267.29
1995-273,268.27
1995-274,269.26
1995-275,270.25
1995-276,271.23
1995-277,272.22
1995-278,273.21
1995-279,274.19
1995-280,275.18
1995-281,276.16
1995-282,277.15
1995-283,278.14
1995-284,279.12
1995-285,280.11
1995-286,281.1
1995-287,282.08
1995-288,283.07
1995-289,284.05
1995-290,285.04
1995-291,286.03
1995-292,287.01
1995-293,288.0
1995-294,288.99
1995-295,289.97
1995-296,290.96
1995-297,291.95
1995-298,292.93
1995-299,293.92
1995-300,294.9
1995-301,295.89
1995-302,296.88
1995-303,297.86
1995-304,298.85
1995-305,299.84
1995-306,300.82
1995-307,301.81
1995-308,302.79
1995-309,303.78
1995-310,304.77
1995-311,305.75
1995-312,306.74
1995-313,307.73
1995-314,308.71
1995-315,309.7
1995-316,310.68
1995-317,311.67
1995-318,312.66
1995-319,313.64
1995-320,314.63
1995-321,315.62
1995-322,316.6
1995-323,317.59
1995-324,318.58
1995-325,319.56
1995-326,320.55
1995-327,321.53
1995-328,322.52
1995-329,323.51
1995-330,324.49
1995-331,325.48
1995-332,326.47
1995-333,327.45
1995-334,328.44
1995-335,329.42
1995-336,330.41
1995-337,331.4
1995-338,332.38
1995-339,333.37
1995-340,334.36
1995-341,335.34
1995-342,336.33
1995-343,337.32
1995-344,338.3
1995-345,339.29
1995-346,340.27
1995-347,341.26
1995-348,342.25
1995-349,343.23
1995-350,344.22
1995-351,345.21
1995-352,346.19
1995-353,347.18
1995-354,348.16
1995-355,349.15
1995-356,350.14
1995-357,351.12
1995-358,352.11
1995-359,353.1
1995-360,354.08
1995-361,355.07
1995-362,356.05
1995-363,357.04
1995-364,358.03
1995-365,359.01
1996-001,0.0
1996-002,0.99
1996-003,1.97
1996-004,2.96
1996-005,3.95
1996-006,4.93
1996-007,5.92
1996-008,6.9
1996-009,7.89
1996-010,8.88
1996-011,9.86
1996-012,10.85
1996-013,11.84
1996-014,12.82
1996-015,13.81
1996-016,14.79
1996-017,15.78
1996-018,16.77
1996-019,17.75
1996-020,18.74
1996-021,19.73
1996-022,20.71
1996-023,21.7
1996-024,22.68
1996-025,23.67
1996-026,24.66
1996-027,25.64
1996-028,26.63
1996-029,27.62
1996-030,28.6
1996-031,29.59
1996-032,30.58
1996-033,31.56
1996-034,32.55
1996-035,33.53
1996-036,34.52
1996-037,35.51
1996-038,36.49
1996-039,37.48
1996-040,38.47
1996-041,39.45
1996-042,40.44
1996-043,41.42
1996-044,42.41
1996-045,43.4
1996-046,44.38
1996-047,45.37
1996-048,46.36
1996-049,47.34
1996-050,48.33
1996-051,49.32
1996-052,50.3
1996-053,51.29
1996-054,52.27
1996-055,53.26
1996-056,54.25
1996-057,55.23
1996-058,56.22
1996-059,57.21
1996-060,58.19
1996-061,59.18
1996-062,60.16
1996-063,61.15
1996-064,62.14
1996-065,63.12
1996-066,64.11
1996-067,65.1
1996-068,66.08
1996-069,67.07
1996-070,68.05
1996-071,69.04
1996-072,70.03
1996-073,71.01
1996-074,72.0
1996-075,72.99
1996-076,73.97
1996-077,74.96
1996-078,75.95
1996-079,76.93
1996-080,77.92
1996-081,78.9
1996-082,79.89
1996-083,80.88
1996-084,81.86
1996-085,82.85
1996-086,83.84
1996-087,84.82
1996-088,85.81
1996-089,86.79
1996-090,87.78
1996-091,88.77
1996-092,89.75
1996-093,90.74
1996-094,91.73
1996-095,92.71
1996-096,93.7
1996-097,94.68
1996-098,95.67
1996-099,96.66
1996-100,97.64
1996-101,98.63
1996-102,99.62
1996-103,100.6
1996-104,101.59
1996-105,102.58
1996-106,103.56
1996-107,104.55
1996-108,105.53
1996-109,106.52
1996-110,107.51
1996-111,108.49
1996-112,109.48
1996-113,110.47
1996-114,111.45
1996-115,112.44
1996-116,113.42
1996-117,114.41
1996-118,115.4
1996-119,116.38
1996-120,117.37
1996-121,118.36
1996-122,119.34
1996-123,120.33
1996-124,121.32
1996-125,122.3
1996-126,123.29
1996-127,124.27
1996-128,125.26
1996-129,126.25
1996-130,127.23
1996-131,128.22
1996-132,129.21
1996-133,130.19
1996-134,131.18
1996-135,132.16
1996-136,133.15
1996-137,134.14
1996-138,135.12
1996-139,136.11
1996-140,137.1
1996-141,138.08
1996-142,139.07
1996-143,140.05
1996-144,141.04
1996-145,142.03
1996-146,143.01
1996-147,144.0
1996-148,144.99
1996-149,145.97
1996-150,146.96
1996-151,147.95
1996-152,148.93
1996-153,149.92
1996-154,150.9
1996-155,151.89
1996-156,152.88
1996-157,153.86
1996-158,154.85
1996-159,155.84
1996-160,156.82
1996-161,157.81
1996-162,158.79
1996-163,159.78
1996-164,160.77
1996-165,161.75
1996-166,162.74
1996-167,163.73
1996-168,164.71
1996-169,165.7
1996-170,166.68
1996-171,167.67
1996-172,168.66
1996-173,169.64
1996-174,170.63
1996-175,171.62
1996-176,172.6
1996-177,173.59
1996-178,174.58
1996-179,175.56
1996-180,176.55
1996-181,177.53
1996-182,178.52
1996-183,179.51
1996-184,180.49
1996-185,181.48
1996-186,182.47
1996-187,183.45
1996-188,184.44
1996-189,185.42
1996-190,186.41
1996-191,187.4
1996-192,188.38
1996-193,189.37
1996-194,190.36
1996-195,191.34
1996-196,192.33
1996-197,193.32
1996-198,194.3
1996-199,195.29
1996-200,196.27
1996-201,197.26
1996-202,198.25
1996-203,199.23
1996-204,200.22
1996-205,201.21
1996-206,202.19
1996-207,203.18
1996-208,204.16
1996-209,205.15
1996-210,206.14
1996-211,207.12
1996-212,208.11
1996-213,209.1
1996-214,210.08
1996-215,211.07
1996-216,212.05
1996-217,213.04
1996-218,214.03
1996-219,215.01
1996-220,216.0
1996-221,216.99
1996-222,217.97
1996-223,218.96
1996-224,219.95
1996-225,220.93
1996-226,221.92
1996-227,222.9
1996-228,223.89
1996-229,224.88
1996-230,225.86
1996-231,226.85
1996-232,227.84
1996-233,228.82
1996-234,229.81
1996-235,230.79
1996-236,231.78
1996-237,232.77
1996-238,233.75
1996-239,234.74
1996-240,235.73
1996-241,236.71
1996-242,237.7
1996-243,238.68
1996-244,239.67
1996-245,240.66
1996-246,241.64
1996-247,242.63
1996-248,243.62
1996-249,244.6
1996-250,245.59
1996-251,246.58
1996-252,247.56
1996-253,248.55
1996-254,249.53
1996-255,250.52
1996-256,251.51
1996-257,252.49
1996-258,253.48
1996-259,254.47
1996-260,255.45
1996-261,256.44
1996-262,257.42
1996-263,258.41
1996-264,259.4
1996-265,260.38
1996-266,261.37
1996-267,262.36
1996-268,263.34
1996-269,264.33
1996-270,265.32
1996-271,266.3
1996-272,267.29
1996-273,268.27
1996-274,269.26
1996-275,270.25
1996-276,271.23
1996-277,272.22
1996-278,273.21
1996-279,274.19
1996-280,275.18
1996-281,276.16
1996-282,277.15
1996-283,278.14
1996-284,279.12
1996-285,280.11
1996-286,281.1
1996-287,282.08
1996-288,283.07
1996-289,284.05
1996-290,285.04
1996-291,286.03
1996-292,287.01
1996-293,288.0
1996-294,288.99
1996-295,289.97
1996-296,290.96
1996-297,291.95
1996-298,292.93
1996-299,293.92
1996-300,294.9
1996-301,295.89
1996-302,296.88
1996-303,297.86
1996-304,298.85
1996-305,299.84
1996-306,300.82
1996-307,301.81
1996-308,302.79
1996-309,303.78
1996-310,304.77
1996-311,305.75
1996-312,306.74
1996-313,307.73
1996-314,308.71
1996-315,309.7
1996-316,310.68
1996-317,311.67
1996-318,312.66
1996-319,313.64
1996-320,314.63
1996-321,315.62
1996-322,316.6
1996-323,317.59
1996-324,318.58
1996-325,319.56
1996-326,320.55
1996-327,321.53
1996-328,322.52
1996-329,323.51
1996-330,324.49
1996-331,325.48
1996-332,326.47
1996-333,327.45
1996-334,328.44
1996-335,329.42
1996-336,330.41
1996-337,331.4
1996-338,332.38
1996-339,333.37
1996-340,334.36
1996-341,335.34
1996-342,336.33
1996-343,337.32
1996-344,338.3
1996-345,339.29
1996-346,340.27
1996-347,341.26
1996-348,342.25
1996-349,343.23
1996-350,344.22
1996-351,345.21
1996-352,346.19
1996-353,347.18
1996-354,348.16
1996-355,349.15
1996-356,350.14
1996-357,351.12
1996-358,352.11
1996-359,353.1
1996-360,354.08
1996-361,355.07
1996-362,356.05
1996-363,357.04
1996-364,358.03
1996-365,359.01
1997-001,0.0
1997-002,0.99
1997-003,1.97
1997-004,2.96
1997-005,3.95
1997-006,4.93
1997-007,5.92
1997-008,6.9
1997-009,7.89
1997-010,8.88
1997-011,9.86
1997-012,10.85
1997-013,11.84
1997-014,12.82
1997-015,13.81
1997-016,14.79
1997-017,15.78
1997-018,16.77
1997-019,17.75
1997-020,18.74
1997-021,19.73
1997-022,20.71
1997-023,21.7
1997-024,22.68
1997-025,23.67
1997-026,24.66
1997-027,25.64
1997-028,26.63
1997-029,27.62
1997-030,28.6
